season,team_1,team_2,home,score_diff,score_1,score_2,won
1988,3889,8476,0,4,77,73,1
1988,3923,4152,0,19,100,81,1
1988,4186,2949,0,15,65,50,1
1988,4267,3441,1,27,86,59,1
1988,4301,2119,0,14,86,72,1
1988,4335,1646,1,15,76,61,1
1988,4403,6901,0,21,96,75,1
1988,4633,8851,0,36,114,78,1
1988,4701,3714,1,10,83,73,1
1988,4944,5317,0,8,77,69,1
1988,5080,4027,1,22,78,56,1
1988,5147,2377,0,11,84,73,1
1988,5448,7729,1,23,80,57,1
1988,6151,5012,1,36,98,62,1
1988,6284,7360,0,11,87,76,1
1988,6341,6769,0,8,88,80,1
1988,6511,1256,0,15,74,59,1
1988,6667,8919,1,24,104,80,1
1988,6735,10601,0,3,72,69,1
1988,6799,7037,1,11,81,70,1
1988,6969,2207,0,8,84,76,1
1988,7003,7428,1,26,96,70,1
1988,7170,4565,1,4,84,80,1
1988,7292,10057,0,3,76,73,1
1988,7462,903,1,2,80,78,1
1988,7696,6409,0,5,78,73,1
1988,7994,7892,0,24,87,63,1
1988,8062,4118,0,32,121,89,1
1988,8408,3407,1,45,105,60,1
1988,8442,4667,0,12,64,52,1
1988,8544,1281,1,37,73,36,1
1988,8665,9272,0,16,79,63,1
1988,9320,4808,1,3,86,83,1
1988,9439,3169,1,18,86,68,1
1988,9734,3373,0,3,79,76,1
1988,9887,447,0,9,77,68,1
1988,10023,3748,0,2,78,76,1
1988,10667,8174,0,3,58,55,1
1988,10721,216,0,13,110,97,1
1988,76,1084,0,3,83,80,1
1988,291,8665,0,11,80,69,1
1988,447,4369,0,9,74,65,1
1988,3407,8851,0,4,87,83,1
1988,3748,4152,0,6,81,75,1
1988,3923,10023,0,23,97,74,1
1988,5215,9272,0,2,78,76,1
1988,7729,4118,0,4,82,78,1
1988,8062,5448,0,11,69,58,1
1988,8408,4633,1,3,88,85,1
1988,8578,625,0,13,69,56,1
1988,8953,2377,0,4,88,84,1
1988,9170,413,1,21,68,47,1
1988,591,3855,0,3,72,69,1
1988,1281,2712,0,1,58,57,1
1988,1519,1315,1,21,81,60,1
1988,1815,223,0,1,75,74,1
1988,2343,2547,1,49,94,45,1
1988,2445,9537,1,23,110,87,1
1988,2847,216,1,10,113,103,1
1988,3528,7170,0,1,99,98,1
1988,5080,10369,1,29,86,57,1
1988,5181,10601,1,10,78,68,1
1988,5283,10193,1,32,84,52,1
1988,5584,6598,1,7,99,92,1
1988,5932,9989,1,50,108,58,1
1988,6083,6117,1,1,72,71,1
1988,6477,7462,1,17,72,55,1
1988,6511,1256,1,10,80,70,1
1988,6769,182,1,8,101,93,1
1988,7204,3782,0,7,68,61,1
1988,7543,5752,0,7,77,70,1
1988,7797,7662,0,5,72,67,1
1988,8028,10335,0,5,72,67,1
1988,8130,3017,0,4,81,77,1
1988,8612,678,1,27,90,63,1
1988,8715,7594,1,15,61,46,1
1988,8885,8817,1,12,84,72,1
1988,8919,3596,0,4,69,65,1
1988,8987,9439,1,11,87,76,1
1988,9473,6217,0,6,84,78,1
1988,9768,1680,1,29,93,64,1
1988,9955,4403,1,11,102,91,1
1988,10091,9666,1,28,101,73,1
1988,10633,9081,1,10,67,57,1
1988,325,6409,0,4,79,75,1
1988,516,9887,1,13,93,80,1
1988,625,6341,0,9,72,63,1
1988,767,3407,0,41,121,80,1
1988,801,4978,1,3,69,66,1
1988,1050,9802,0,4,96,92,1
1988,2207,6183,1,1,88,87,1
1988,3237,4027,1,8,79,71,1
1988,3821,6545,1,17,76,59,1
1988,3889,3494,0,16,74,58,1
1988,3923,2275,1,11,70,59,1
1988,4267,1451,1,24,101,77,1
1988,4808,1748,1,4,84,80,1
1988,4876,3373,1,9,70,61,1
1988,6632,10261,1,15,94,79,1
1988,6667,6935,0,34,93,59,1
1988,6799,1084,1,15,82,67,1
1988,6867,3441,0,8,76,68,1
1988,6969,9320,1,2,91,89,1
1988,7292,6049,0,29,96,67,1
1988,7594,8242,1,16,104,88,1
1988,7831,8578,0,1,72,71,1
1988,9204,9700,0,4,58,54,1
1988,10023,6901,1,29,84,55,1
1988,10667,5813,1,10,87,77,1
1988,129,7496,1,10,88,78,1
1988,216,9371,0,3,78,75,1
1988,482,955,1,2,73,71,1
1988,903,5046,1,5,88,83,1
1988,1519,9081,1,10,71,61,1
1988,1553,8442,0,5,77,72,1
1988,1782,10823,1,10,69,59,1
1988,1849,1210,0,5,94,89,1
1988,2017,3528,1,26,89,63,1
1988,2085,5181,0,1,70,69,1
1988,2644,7543,0,3,72,69,1
1988,2881,2847,1,46,121,75,1
1988,3748,1417,1,29,86,57,1
1988,3957,6443,0,5,80,75,1
1988,4301,7136,0,1,63,62,1
1988,4369,9238,1,9,73,64,1
1988,4701,6769,1,13,108,95,1
1988,5215,835,1,21,92,71,1
1988,5249,4774,1,43,87,44,1
1988,5351,7326,0,4,72,68,1
1988,5516,1928,1,5,71,66,1
1988,5887,2241,0,12,82,70,1
1988,5981,8919,1,32,92,60,1
1988,6598,7428,1,30,87,57,1
1988,7003,8374,1,18,88,70,1
1988,7258,10125,0,20,88,68,1
1988,7462,4335,1,2,48,46,1
1988,7628,8817,0,18,90,72,1
1988,7994,8096,1,8,82,74,1
1988,8208,5012,1,33,107,74,1
1988,8408,2678,1,22,82,60,1
1988,8715,3680,1,15,65,50,1
1988,9047,5283,0,8,83,75,1
1988,9272,678,1,24,65,41,1
1988,9473,7892,0,25,93,68,1
1988,9505,1815,1,19,84,65,1
1988,9537,1485,1,13,85,72,1
1988,9768,7170,1,24,86,62,1
1988,9887,4118,0,2,78,76,1
1988,10227,1016,1,17,85,68,1
1988,10369,7037,0,10,73,63,1
1988,10505,3782,1,7,60,53,1
1988,10755,1680,0,32,100,68,1
1988,413,6511,0,22,77,55,1
1988,625,1714,1,9,53,44,1
1988,767,6049,1,33,92,59,1
1988,801,3855,1,14,81,67,1
1988,869,6151,1,17,111,94,1
1988,1050,10403,0,6,60,54,1
1988,1349,1585,1,16,89,73,1
1988,1451,5584,0,1,68,67,1
1988,2343,6477,0,22,79,57,1
1988,2411,10667,1,7,59,52,1
1988,4152,10159,0,5,68,63,1
1988,4565,5550,1,23,85,62,1
1988,4808,8340,1,12,85,73,1
1988,4944,10633,1,13,65,52,1
1988,6284,8612,1,12,86,74,1
1988,6969,6015,1,6,97,91,1
1988,7204,10567,0,2,80,78,1
1988,7729,1142,0,5,88,83,1
1988,7797,6833,1,1,71,70,1
1988,8062,2782,1,6,82,76,1
1988,8749,9405,0,5,81,76,1
1988,8783,4876,1,26,82,56,1
1988,9700,6701,1,11,69,58,1
1988,10057,9598,1,36,87,51,1
1988,10261,9921,1,7,59,52,1
1988,10335,2051,1,13,78,65,1
1988,42,7326,1,7,74,67,1
1988,291,4483,1,32,94,62,1
1988,325,7696,1,23,91,68,1
1988,359,1680,0,5,62,57,1
1988,911,8885,0,3,80,77,1
1988,1176,2847,0,13,90,77,1
1988,1383,9505,1,11,78,67,1
1988,2309,223,0,11,89,78,1
1988,2445,7892,0,22,68,46,1
1988,2479,182,0,14,75,61,1
1988,2712,3373,0,6,63,57,1
1988,2816,7496,1,9,81,72,1
1988,3612,10505,0,11,47,36,1
1988,3889,4517,1,4,89,85,1
1988,3923,5853,1,30,91,61,1
1988,4735,6217,1,24,86,62,1
1988,4842,903,1,27,80,53,1
1988,4910,10857,1,14,79,65,1
1988,5147,1646,1,28,96,68,1
1988,5385,6341,1,8,64,56,1
1988,5981,4403,1,5,71,66,1
1988,6183,1417,0,13,74,61,1
1988,6632,591,0,22,64,42,1
1988,7360,9170,0,4,64,60,1
1988,7594,3646,1,6,60,54,1
1988,7662,5516,1,5,61,56,1
1988,8130,7543,0,6,83,77,1
1988,8242,1256,1,2,98,96,1
1988,8578,10601,1,23,87,64,1
1988,8665,8174,1,46,111,65,1
1988,8715,2915,0,2,61,59,1
1988,8817,7258,0,4,66,62,1
1988,8919,7994,0,5,72,67,1
1988,9238,8953,0,7,95,88,1
1988,9320,4061,0,3,79,76,1
1988,9371,8544,1,4,67,63,1
1988,9850,5813,1,12,67,55,1
1988,10193,216,0,20,76,56,1
1988,10437,1928,1,4,81,77,1
1988,76,9666,0,9,78,69,1
1988,182,6341,0,6,70,64,1
1988,216,7326,0,1,82,81,1
1988,223,4517,0,13,79,66,1
1988,257,9598,1,3,61,58,1
1988,291,6969,1,5,73,68,1
1988,413,5448,1,6,53,47,1
1988,482,1485,0,5,69,64,1
1988,557,10227,0,10,69,59,1
1988,625,6701,1,12,67,55,1
1988,955,8374,0,19,84,65,1
1988,1050,9405,0,7,87,80,1
1988,1176,9371,0,9,91,82,1
1988,1256,6217,0,4,67,63,1
1988,1383,8817,1,7,72,65,1
1988,1417,903,0,25,76,51,1
1988,1451,5181,1,2,84,82,1
1988,1519,5114,1,35,103,68,1
1988,1714,5283,1,19,80,61,1
1988,2051,835,1,6,76,70,1
1988,2085,6443,1,5,88,83,1
1988,2153,678,1,3,73,70,1
1988,2207,3782,1,21,76,55,1
1988,2309,3889,0,17,99,82,1
1988,2644,5752,1,6,76,70,1
1988,2678,4774,0,6,70,64,1
1988,2881,6935,1,3,63,60,1
1988,2915,8174,0,29,84,55,1
1988,2983,10335,0,12,80,68,1
1988,3017,5249,0,1,65,64,1
1988,3101,10567,1,1,94,93,1
1988,3135,10125,1,36,81,45,1
1988,3237,3169,1,1,78,77,1
1988,3271,2513,1,12,75,63,1
1988,3305,8476,0,3,69,66,1
1988,3407,6049,0,3,74,71,1
1988,3528,4808,1,10,97,87,1
1988,3562,9204,0,6,65,59,1
1988,3680,8,1,12,70,58,1
1988,3748,5654,1,38,111,73,1
1988,3855,2411,1,1,64,63,1
1988,3923,9320,1,36,124,88,1
1988,3957,2275,0,6,83,77,1
1988,4061,5853,0,5,69,64,1
1988,4118,4233,1,2,53,51,1
1988,4152,8408,1,9,63,54,1
1988,4186,1883,0,10,88,78,1
1988,4267,3821,0,6,82,76,1
1988,4335,10823,0,14,70,56,1
1988,4403,591,0,8,72,64,1
1988,4565,8096,0,11,89,78,1
1988,4633,6867,1,27,130,103,1
1988,4735,8242,1,21,98,77,1
1988,4842,6183,1,18,67,49,1
1988,4876,10789,1,6,67,61,1
1988,4910,2445,1,1,62,61,1
1988,5080,447,0,1,60,59,1
1988,5215,1084,1,30,97,67,1
1988,5385,2479,1,2,77,75,1
1988,5550,7091,0,2,79,77,1
1988,5718,5012,0,15,84,69,1
1988,5887,10159,1,24,97,73,1
1988,6375,1281,1,30,86,56,1
1988,6545,4599,0,15,69,54,1
1988,6632,5981,0,9,72,63,1
1988,6667,4701,1,50,123,73,1
1988,6735,2377,0,11,96,85,1
1988,6833,7037,0,12,74,62,1
1988,6901,4301,1,5,66,61,1
1988,7136,7462,1,20,69,49,1
1988,7204,6799,1,26,88,62,1
1988,7258,9505,0,12,79,67,1
1988,7360,325,0,13,76,63,1
1988,7543,1646,0,27,105,78,1
1988,7831,7763,1,8,77,69,1
1988,7962,10301,1,41,93,52,1
1988,7994,8953,0,3,79,76,1
1988,8062,129,1,24,90,66,1
1988,8130,5147,0,13,76,63,1
1988,8306,1210,1,16,82,66,1
1988,8340,7394,1,3,118,115,1
1988,8544,2847,0,10,71,61,1
1988,8578,911,1,12,90,78,1
1988,8665,8715,1,29,87,58,1
1988,8851,7628,1,2,82,80,1
1988,8885,10601,0,5,78,73,1
1988,8919,9238,0,21,85,64,1
1988,9047,2241,0,9,58,49,1
1988,9081,4667,1,16,76,60,1
1988,9170,7696,0,8,67,59,1
1988,9700,3646,1,12,73,61,1
1988,9802,9768,1,6,76,70,1
1988,9850,3612,1,17,73,56,1
1988,9955,6284,1,2,78,76,1
1988,10091,2610,0,12,85,73,1
1988,10193,42,0,4,77,73,1
1988,10369,6083,1,13,77,64,1
1988,10403,2949,1,1,61,60,1
1988,10471,4944,1,26,75,49,1
1988,10505,5813,0,4,71,67,1
1988,10667,1016,1,12,92,80,1
1988,10755,8987,1,19,84,65,1
1988,10857,7892,0,3,54,51,1
1988,7962,4335,1,25,98,73,1
1988,10023,1142,1,15,65,50,1
1988,10057,1782,0,13,72,59,1
1988,10823,10301,0,9,78,69,1
1988,42,7428,1,13,74,61,1
1988,733,8510,0,9,61,52,1
1988,767,4774,1,30,100,70,1
1988,955,2377,0,3,96,93,1
1988,1349,3051,1,8,65,57,1
1988,1383,8851,1,6,95,89,1
1988,1883,3714,1,13,83,70,1
1988,2712,3494,1,3,43,40,1
1988,3373,10567,1,7,69,62,1
1988,3562,447,1,8,80,72,1
1988,4403,6935,1,7,79,72,1
1988,4910,6598,0,14,91,77,1
1988,5046,678,1,2,66,64,1
1988,5215,10261,1,47,113,66,1
1988,5317,7892,0,37,80,43,1
1988,5516,8987,1,10,72,62,1
1988,5550,6341,0,10,65,55,1
1988,5752,10193,1,16,74,58,1
1988,5981,2241,0,5,63,58,1
1988,6083,9238,1,3,64,61,1
1988,6667,7594,1,42,111,69,1
1988,7003,1417,1,26,89,63,1
1988,7204,1680,1,18,72,54,1
1988,7496,550,1,10,72,62,1
1988,8096,129,1,11,101,90,1
1988,8665,1849,1,36,95,59,1
1988,8749,4978,0,18,89,71,1
1988,8817,4027,1,10,73,63,1
1988,8919,6511,1,2,63,61,1
1988,9081,5853,0,17,79,62,1
1988,9473,4565,1,8,84,76,1
1988,9537,10159,1,5,76,71,1
1988,9850,6117,1,5,68,63,1
1988,10091,4118,0,17,91,74,1
1988,10227,1084,0,4,77,73,1
1988,10369,2949,1,6,67,61,1
1988,10505,10721,1,22,87,65,1
1988,291,6409,1,18,77,59,1
1988,625,9170,0,2,69,67,1
1988,1016,3855,1,19,84,65,1
1988,1748,4335,1,1,64,63,1
1988,2119,482,1,13,69,56,1
1988,2377,8374,0,7,66,59,1
1988,2547,1176,1,7,61,54,1
1988,3017,3101,1,7,76,69,1
1988,3407,9989,1,15,91,76,1
1988,3612,1315,1,2,68,66,1
1988,3748,557,1,38,100,62,1
1988,3821,9955,1,2,63,61,1
1988,3957,325,1,14,99,85,1
1988,4369,6799,1,22,75,53,1
1988,5385,2275,0,2,76,74,1
1988,5448,4186,0,2,82,80,1
1988,6545,801,1,25,74,49,1
1988,7170,911,1,14,104,90,1
1988,7543,10667,1,4,80,76,1
1988,8062,7091,1,16,91,75,1
1988,8242,7326,0,21,107,86,1
1988,8476,5080,1,5,55,50,1
1988,8544,5482,0,16,68,52,1
1988,8885,6769,1,10,86,76,1
1988,9272,10471,1,4,66,62,1
1988,9505,223,1,15,85,70,1
1988,9632,6015,0,2,98,96,1
1988,9768,10437,0,19,82,63,1
1988,10023,1782,1,2,63,61,1
1988,10789,2153,1,23,100,77,1
1988,42,6598,1,7,76,69,1
1988,359,7594,1,29,87,58,1
1988,413,5317,0,39,79,40,1
1988,869,1680,1,16,94,78,1
1988,1349,3203,0,19,89,70,1
1988,1553,10857,1,28,103,75,1
1988,1585,8851,1,11,91,80,1
1988,1883,5981,1,15,88,73,1
1988,2207,10261,1,30,94,64,1
1988,2343,2051,1,34,105,71,1
1988,2479,2241,1,13,79,66,1
1988,3528,10823,0,19,100,81,1
1988,4483,9666,0,19,85,66,1
1988,5114,550,1,3,71,68,1
1988,5181,2644,1,8,110,102,1
1988,5351,2610,1,25,84,59,1
1988,5618,8340,1,2,61,59,1
1988,6341,8715,1,25,79,54,1
1988,6833,4633,1,15,84,69,1
1988,7136,4403,1,13,95,82,1
1988,7292,6375,1,14,95,81,1
1988,7360,7258,1,14,67,53,1
1988,7428,4233,1,5,51,46,1
1988,7962,3889,1,8,92,84,1
1988,8028,2712,1,14,91,77,1
1988,8130,76,1,6,73,67,1
1988,8306,6183,0,7,74,67,1
1988,8408,2915,0,5,76,71,1
1988,9204,8953,0,3,88,85,1
1988,9850,5584,0,31,83,52,1
1988,10057,2085,1,19,69,50,1
1988,10091,3135,0,5,87,82,1
1988,10193,10721,1,22,89,67,1
1988,10301,4808,0,8,85,77,1
1988,359,9850,1,3,68,65,1
1988,801,835,0,20,87,67,1
1988,1315,5046,0,3,91,88,1
1988,1928,7037,1,19,85,66,1
1988,2411,7543,1,4,67,63,1
1988,4152,257,1,11,73,62,1
1988,4301,482,1,13,74,61,1
1988,4944,2547,1,16,75,59,1
1988,4978,6049,1,25,92,67,1
1988,5215,557,1,21,88,67,1
1988,5448,129,1,4,75,71,1
1988,6083,6117,0,4,76,72,1
1988,6545,7091,1,37,89,52,1
1988,6667,2881,0,2,89,87,1
1988,6701,9170,1,1,66,65,1
1988,7170,767,1,3,85,82,1
1988,7594,5584,0,4,63,59,1
1988,7696,216,1,35,103,68,1
1988,7729,6867,1,24,99,75,1
1988,8749,8442,1,21,83,62,1
1988,8987,9700,1,11,81,70,1
1988,10667,4876,1,11,66,55,1
1988,447,7628,1,2,61,59,1
1988,516,7763,0,5,70,65,1
1988,625,5654,0,2,74,72,1
1988,1050,10437,1,33,104,71,1
1988,1417,3680,0,7,59,52,1
1988,2119,1748,0,10,63,53,1
1988,2275,3596,1,8,58,50,1
1988,3051,4565,0,17,63,46,1
1988,3373,3441,0,3,68,65,1
1988,3748,3714,1,56,109,53,1
1988,3821,4118,1,32,84,52,1
1988,4910,3646,0,7,65,58,1
1988,5482,1815,0,1,60,59,1
1988,5516,2816,1,6,83,77,1
1988,6443,3271,0,4,71,67,1
1988,6935,9989,1,17,83,66,1
1988,8885,9204,1,13,75,62,1
1988,9320,6901,1,24,90,66,1
1988,9802,5752,0,17,74,57,1
1988,10403,3855,0,12,73,61,1
1988,76,9473,1,20,86,66,1
1988,129,6769,0,6,84,78,1
1988,223,2017,1,1,72,71,1
1988,291,3923,0,7,66,59,1
1988,413,10057,1,14,66,52,1
1988,447,625,1,19,62,43,1
1988,733,7662,1,16,70,54,1
1988,767,3528,1,39,122,83,1
1988,801,6598,0,8,89,81,1
1988,835,10721,1,1,66,65,1
1988,903,7428,1,19,71,52,1
1988,1050,1417,1,31,91,60,1
1988,1349,2051,1,18,86,68,1
1988,1519,1585,1,19,76,57,1
1988,1714,6341,1,9,65,56,1
1988,1782,5618,1,23,103,80,1
1988,1849,8306,1,4,61,57,1
1988,2085,2377,1,14,90,76,1
1988,2207,6545,1,4,73,69,1
1988,2275,6443,1,11,88,77,1
1988,2644,182,1,60,105,45,1
1988,2678,1553,0,2,82,80,1
1988,2782,2881,1,23,71,48,1
1988,2816,4565,0,9,62,53,1
1988,3017,5482,1,10,64,54,1
1988,3101,7258,0,7,90,83,1
1988,3169,9537,1,30,95,65,1
1988,3237,550,1,34,108,74,1
1988,3271,3596,0,16,70,54,1
1988,3646,3441,0,1,83,82,1
1988,3680,10437,0,1,72,71,1
1988,3748,516,1,4,107,103,1
1988,3782,8476,1,3,61,58,1
1988,3821,10403,1,7,63,56,1
1988,3889,2712,1,19,74,55,1
1988,3957,1883,1,42,115,73,1
1988,4118,3855,0,2,65,63,1
1988,4152,7394,1,38,110,72,1
1988,4233,42,1,18,92,74,1
1988,4267,4599,1,1,76,75,1
1988,4301,2915,0,5,85,80,1
1988,4517,8340,1,3,66,63,1
1988,4667,8374,1,17,79,62,1
1988,4701,10667,0,3,78,75,1
1988,4735,4944,1,1,55,54,1
1988,4774,1281,0,4,75,71,1
1988,4808,4335,1,8,65,57,1
1988,4876,10261,1,7,77,70,1
1988,4910,3373,0,4,78,74,1
1988,4978,6375,0,1,75,74,1
1988,5080,5385,1,8,76,68,1
1988,5215,2479,1,52,115,63,1
1988,5249,8715,1,17,69,52,1
1988,5317,9170,1,13,69,56,1
1988,5351,5114,1,16,66,50,1
1988,5516,3051,1,11,68,57,1
1988,5718,1383,1,16,92,76,1
1988,5981,6799,0,5,67,62,1
1988,6015,7831,1,3,81,78,1
1988,6117,9850,1,1,58,57,1
1988,6151,1928,1,23,80,57,1
1988,6217,4027,1,7,65,58,1
1988,6284,8062,1,16,90,74,1
1988,6667,1256,1,68,152,84,1
1988,6833,216,1,28,85,57,1
1988,6867,7037,1,18,86,68,1
1988,6969,5012,0,2,63,61,1
1988,7003,10471,0,6,70,64,1
1988,7204,591,1,49,96,47,1
1988,7543,5448,1,3,77,74,1
1988,7628,5654,0,10,72,62,1
1988,7763,3714,0,11,65,54,1
1988,7962,7462,0,20,92,72,1
1988,8028,4842,0,21,87,66,1
1988,8408,9405,0,8,72,64,1
1988,8442,10023,0,1,53,52,1
1988,8510,5550,0,4,52,48,1
1988,8544,6183,0,2,79,77,1
1988,8578,7729,0,1,68,67,1
1988,8665,1210,0,15,92,77,1
1988,8749,7292,1,9,75,66,1
1988,8783,9666,0,13,74,61,1
1988,8817,2610,0,8,63,55,1
1988,9204,5752,0,3,60,57,1
1988,9505,9371,1,28,85,57,1
1988,9632,3562,0,20,89,69,1
1988,9734,9700,1,21,95,74,1
1988,9768,7136,1,4,59,55,1
1988,9802,8885,0,5,80,75,1
1988,9887,2547,0,5,75,70,1
1988,9921,1016,1,2,51,49,1
1988,10091,1315,1,45,110,65,1
1988,10505,2241,0,11,72,61,1
1988,10567,3305,1,13,93,80,1
1988,10755,9272,0,5,74,69,1
1988,10789,5181,0,18,91,73,1
1988,869,5813,0,6,84,78,1
1988,2309,8442,0,17,81,64,1
1988,4483,4633,1,4,117,113,1
1988,8919,7994,1,17,84,67,1
1988,10505,1084,0,4,60,56,1
1988,359,5654,1,18,83,65,1
1988,516,3305,1,39,98,59,1
1988,903,5046,0,1,82,81,1
1988,3101,9371,1,27,113,86,1
1988,3169,550,0,16,92,76,1
1988,6701,6969,1,17,83,66,1
1988,7831,2949,1,3,69,66,1
1988,8062,8174,0,21,87,66,1
1988,8096,5012,1,5,79,74,1
1988,9047,2847,0,1,63,62,1
1988,9320,6151,1,2,93,91,1
1988,9405,6901,1,49,98,49,1
1988,10755,3203,1,11,100,89,1
1988,413,182,1,46,101,55,1
1988,2275,6217,1,25,86,61,1
1988,3782,1417,1,16,70,54,1
1988,3821,2445,1,28,103,75,1
1988,4483,223,0,22,96,74,1
1988,4565,5718,0,1,64,63,1
1988,5249,3714,1,14,78,64,1
1988,5385,10091,1,9,105,96,1
1988,6598,10857,0,8,68,60,1
1988,6735,4517,1,15,83,68,1
1988,7136,7962,1,2,61,59,1
1988,8208,1519,0,3,88,85,1
1988,9887,1383,1,5,74,69,1
1988,10335,1176,1,26,89,63,1
1988,291,359,1,18,77,59,1
1988,516,5114,1,32,80,48,1
1988,1142,216,1,20,86,66,1
1988,1519,550,1,46,91,45,1
1988,2207,10437,0,23,88,65,1
1988,2782,6632,1,33,102,69,1
1988,2881,8612,0,13,80,67,1
1988,3135,9505,1,30,89,59,1
1988,3237,4735,1,17,87,70,1
1988,3596,9204,0,4,57,53,1
1988,4599,1553,1,14,93,79,1
1988,5351,5012,0,10,76,66,1
1988,5516,8510,0,1,53,52,1
1988,8885,9439,1,1,90,89,1
1988,1084,10857,1,30,89,59,1
1988,2017,3441,0,10,80,70,1
1988,2479,5249,1,4,84,80,1
1988,2644,3203,1,21,88,67,1
1988,5080,869,1,5,113,108,1
1988,5283,3562,1,5,65,60,1
1988,5584,2847,1,30,115,85,1
1988,6284,1485,0,24,98,74,1
1988,6477,4701,0,10,57,47,1
1988,7797,6969,1,8,76,68,1
1988,8174,9371,1,15,86,71,1
1988,8208,4186,0,2,71,69,1
1988,8476,1417,1,2,53,51,1
1988,8665,8306,1,43,111,68,1
1988,8783,10159,1,18,87,69,1
1988,9405,9320,1,16,116,100,1
1988,9850,4369,1,31,87,56,1
1988,10567,557,1,6,72,66,1
1988,10633,1815,0,4,75,71,1
1988,1142,2309,1,15,89,74,1
1988,1349,5718,0,15,78,63,1
1988,2207,10369,0,16,89,73,1
1988,3169,6151,0,4,81,77,1
1988,4267,5181,1,14,85,71,1
1988,5752,2513,0,27,84,57,1
1988,6735,10057,0,2,74,72,1
1988,6867,8919,0,1,78,77,1
1988,7360,9887,0,2,60,58,1
1988,8578,3407,1,37,97,60,1
1988,9439,6511,1,7,74,67,1
1988,9473,2816,0,10,96,86,1
1988,10023,4301,0,3,83,80,1
1988,10335,1210,0,10,82,72,1
1988,10721,2153,1,3,99,96,1
1988,359,7994,1,27,93,66,1
1988,413,5654,1,20,91,71,1
1988,447,4735,1,14,66,52,1
1988,557,5249,1,8,85,77,1
1988,733,3271,1,40,89,49,1
1988,869,9320,1,20,139,119,1
1988,903,10633,1,6,68,62,1
1988,1016,3855,0,20,64,44,1
1988,1050,9802,1,9,121,112,1
1988,1176,3612,1,10,73,63,1
1988,1417,2479,1,30,83,53,1
1988,1553,4233,1,7,73,66,1
1988,1680,10437,0,3,72,69,1
1988,1714,9047,0,7,57,50,1
1988,1928,9768,1,24,67,43,1
1988,2051,7136,1,2,47,45,1
1988,2085,6632,0,1,81,80,1
1988,2377,2241,1,16,99,83,1
1988,2445,835,1,14,73,59,1
1988,2644,8096,1,25,91,66,1
1988,2678,4774,1,14,74,60,1
1988,2816,2153,0,13,87,74,1
1988,2983,7496,1,2,71,69,1
1988,3135,4483,1,19,82,63,1
1988,3169,9272,0,19,85,66,1
1988,3237,6901,0,24,79,55,1
1988,3782,3714,1,18,79,61,1
1988,3957,3923,1,2,102,100,1
1988,4061,8544,1,16,70,54,1
1988,4152,5932,0,7,74,67,1
1988,4267,1349,1,3,84,81,1
1988,4301,1210,1,12,85,73,1
1988,4599,3821,1,12,81,69,1
1988,4701,1451,1,3,76,73,1
1988,4876,6477,1,11,77,66,1
1988,4910,625,1,11,79,68,1
1988,5012,3596,1,1,72,71,1
1988,5147,8885,1,29,85,56,1
1988,5283,591,0,8,75,67,1
1988,5351,7892,0,9,60,51,1
1988,5448,8953,1,15,71,56,1
1988,5516,7831,1,10,82,72,1
1988,5550,76,0,8,77,69,1
1988,5718,5181,0,9,81,72,1
1988,6015,6867,0,2,102,100,1
1988,6083,3305,1,26,87,61,1
1988,6117,7394,1,41,84,43,1
1988,6284,3748,0,9,83,74,1
1988,6511,2513,0,5,68,63,1
1988,6545,9921,1,39,88,49,1
1988,6667,3203,1,43,124,81,1
1988,7258,2547,1,2,77,75,1
1988,7292,7170,0,22,92,70,1
1988,7360,6735,0,7,70,63,1
1988,7462,10301,1,21,77,56,1
1988,7662,7696,0,23,76,53,1
1988,7763,7729,1,22,82,60,1
1988,7962,2915,1,17,80,63,1
1988,8062,182,1,31,116,85,1
1988,8208,6341,0,3,83,80,1
1988,8408,6183,1,15,80,65,1
1988,8749,8130,1,13,63,50,1
1988,8783,2881,1,3,81,78,1
1988,9204,9700,1,3,67,64,1
1988,9439,5752,1,2,64,62,1
1988,9537,4118,1,9,90,81,1
1988,9887,10057,1,9,75,66,1
1988,9955,6598,1,16,93,77,1
1988,10023,10335,0,13,83,70,1
1988,10091,10471,1,13,92,79,1
1988,10227,8851,0,5,57,52,1
1988,10567,6833,0,3,60,57,1
1988,10721,9473,1,6,74,68,1
1988,10755,5981,1,29,87,58,1
1988,10857,8817,1,1,66,65,1
1988,291,10369,0,39,110,71,1
1988,325,10403,0,1,66,65,1
1988,359,7892,1,32,83,51,1
1988,2017,216,0,4,80,76,1
1988,2275,1815,1,13,81,68,1
1988,3562,2309,0,3,91,88,1
1988,4369,4808,1,10,87,77,1
1988,6151,9272,0,16,72,56,1
1988,6375,9371,0,6,76,70,1
1988,7204,4186,1,29,101,72,1
1988,8715,9170,0,2,72,70,1
1988,9598,767,1,16,98,82,1
1988,10227,129,1,21,85,64,1
1988,76,5654,1,18,64,46,1
1988,223,3017,1,15,78,63,1
1988,835,2241,1,4,63,59,1
1988,1016,591,0,2,61,59,1
1988,1142,9405,1,13,83,70,1
1988,1315,678,1,20,99,79,1
1988,1383,8885,1,1,71,70,1
1988,2309,4808,0,14,70,56,1
1988,2343,3407,1,59,121,62,1
1988,2782,8174,1,14,83,69,1
1988,2881,3367,1,14,93,79,1
1988,3101,4517,0,3,109,106,1
